Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp,Avg Resp,Min Resp,Max Resp
Cycling,2013-09-22 06:44:34,false,"22/Sep/13 CarFreeDay'13 TOT-สนามหลวง-CentralWorld","51.13","1,291","03:01:52","--","--","--","--","--","16.9","40.5","30","24","0.00","0.0","0.0","--","38","156","--","--","0.0","--","--","--","0.0","0.0","6190","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-21 09:56:54,false,"21/Sep/13 workpoint-บางไทร (ขากลับ) หัวลากมือใหม่เสือภูเขา","35.91","696","01:32:31","142","175","--","--","--","23.3","43.0","39","29","0.00","0.0","0.0","--","63","210","--","--","0.0","--","--","--","0.0","0.0","5687","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-21 07:27:22,false,"21/Sep/13 workpoint-บางไทร (ขาไป) หัวลากมือใหม่เสือภูเขา","27.05","462","01:10:58","131","168","--","--","--","22.9","37.1","11","20","0.00","0.0","0.0","--","63","112","--","--","0.0","--","--","--","0.0","0.0","4100","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-17 19:22:50,false,"17/Sep/13 สุวรรณภูมิ ถอนพิษไข้","29.07","622","01:01:41","162","189","--","--","--","28.3","52.6","--","8","0.00","0.0","0.0","--","77","133","--","--","0.0","--","--","--","0.0","0.0","4661","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-12 19:37:32,false,"12/Sep/13 สุวรรณภูมิ เริ่มไข้หวัด รอบสอง","45.21","992","01:44:37","157","179","--","--","--","25.9","36.8","--","12","0.00","0.0","0.0","--","77","108","--","--","0.0","--","--","--","0.0","0.0","7990","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-12 19:30:34,false,"12/Sep/13 สุวรรณภูมิ เริ่มไข้หวัด เบรคหน้าค้าง","0.83","21","00:02:41.0","133","142","--","--","--","18.5","26.5","--","--","0.00","0.0","0.0","--","50","235","--","--","0.0","--","--","--","0.0","0.0","131","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-08 08:30:12,false,"8/Sep/13 ชิว ชิว ที่ ChocVille #3 ปั่นเอาระยะทาง","20.54","453","00:39:28","165","178","--","--","--","31.2","42.6","4","4","0.00","0.0","0.0","--","90","114","--","--","0.0","--","--","--","0.0","0.0","3527","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-08 07:38:23,false,"8/Sep/13 ชิว ชิว ที่ ChocVille #2 เป็นหัวลากเพื่อนเดียร์มือใหม่","10.28","218","00:22:57","144","161","--","--","--","26.9","33.8","4","6","0.00","0.0","0.0","--","82","136","--","--","0.0","--","--","--","0.0","0.0","1841","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-08 07:23:32,false,"8/Sep/13 ชิว ชิว ที่ ChocVille - warmup","6.14","126","00:11:44","157","168","--","--","--","31.4","41.5","2","2","0.00","0.0","0.0","--","80","103","--","--","0.0","--","--","--","0.0","0.0","929","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-07 06:11:47,false,"7/Sep/13 บ้านไปworkpoint ไม่sprint กำจัดfat อย่างเดียว","42.80","877","01:33:18","155","178","--","--","--","27.5","40.5","2","11","0.00","0.0","0.0","--","74","127","--","--","0.0","--","--","--","0.0","0.0","6842","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-05 20:23:28,false,"5/Sep/13 สุวรรรภูมิ วันที่ลมแรงมากๆ #3 ปั่นตามกลุ่มสาวสเป","13.32","305","00:28:23","158","175","--","--","--","28.2","37.1","6","4","0.00","0.0","0.0","--","84","110","--","--","0.0","--","--","--","0.0","0.0","2390","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-05 19:46:35,false,"5/Sep/13 สุวรรรภูมิ วันที่ลมแรงมากๆ #2","13.85","320","00:27:40","166","180","--","--","--","30.0","39.2","--","6","0.00","0.0","0.0","--","85","112","--","--","0.0","--","--","--","0.0","0.0","2326","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-05 19:11:04,false,"5/Sep/13 สุวรรรภูมิ วันที่ลมแรงมากๆ #1 warmup","14.47","347","00:29:17","168","180","--","--","--","29.7","39.9","4","8","0.00","0.0","0.0","--","90","116","--","--","0.0","--","--","--","0.0","0.0","2619","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-04 19:50:15,false,"4/Sep/13 สุวรรณภูมิวันพุธ #3 cool down ","13.47","302","00:27:18","161","174","--","--","--","29.6","36.5","2","7","0.00","0.0","0.0","--","81","108","--","--","0.0","--","--","--","0.0","0.0","2207","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-04 19:16:16,false,"4/Sep/13 สุวรรณภูมิวันพุธ #2 ขาไปไม่มีหัวลาก ขากลับตามกลุ่มรถแรงกลับ","13.05","286","00:26:30","161","186","--","--","--","29.5","45.7","4","9","0.00","0.0","0.0","--","87","252","--","--","0.0","--","--","--","0.0","0.0","2292","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-04 18:31:54,false,"4/Sep/13 สุวรรณภูมิวันพุธ #1 warmup","13.90","270","00:25:44","155","184","--","--","--","32.4","50.6","2","2","0.00","0.0","0.0","--","88","122","--","--","0.0","--","--","--","0.0","0.0","2237","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-01 08:12:37,false,"1/Sep/13 BKK CarFreeDay","47.25","945","03:17:57","117","161","--","--","--","14.3","39.1","82","79","0.00","0.0","0.0","--","42","145","--","--","0.0","--","--","--","0.0","0.0","5716","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-31 08:17:41,false,"31/Aug/13 ChocolateVille - CoolDown","6.16","144","00:13:18","157","181","--","--","--","27.8","37.4","4","2","0.00","0.0","0.0","--","71","102","--","--","0.0","--","--","--","0.0","0.0","938","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-31 07:10:50,false,"31/Aug/13 ChocolateVille - ทางเปียก พื้นโคลนเลย","30.94","667","01:05:04","156","179","--","--","--","28.5","41.1","6","10","0.00","0.0","0.0","--","74","134","--","--","0.0","--","--","--","0.0","0.0","4809","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-31 06:55:32,false,"31/Aug/13 ChocolateVille - Warmup","6.30","137","00:13:03","155","176","--","--","--","29.0","36.4","2","3","0.00","0.0","0.0","--","76","120","--","--","0.0","--","--","--","0.0","0.0","987","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-29 18:32:32,false,"29/Aug/13 สุวรรณภูมิ รอบเดียว เสียวได้ ","13.27","278","00:23:37","167","188","--","--","--","33.7","49.8","2","2","0.00","0.0","0.0","--","90","119","--","--","0.0","--","--","--","0.0","0.0","2118","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-27 20:44:28,false,"27/Aug/13 สุวรรณภูมิ #4 cool down","13.90","324","00:27:36","168","177","--","--","--","30.2","38.4","--","4","0.00","0.0","0.0","--","84","105","--","--","0.0","--","--","--","0.0","0.0","2307","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-27 20:06:31,false,"27/Aug/13 สุวรรณภูมิ #3","13.87","304","00:25:17","171","182","--","--","--","32.9","45.2","2","5","0.00","0.0","0.0","--","86","111","--","--","0.0","--","--","--","0.0","0.0","2163","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-27 19:34:29,false,"27/Aug/13 สุวรรณภูมิ #2 ","13.28","290","00:25:51","160","184","--","--","--","30.8","47.6","--","4","0.00","0.0","0.0","--","81","118","--","--","0.0","--","--","--","0.0","0.0","2081","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-27 19:02:45,false,"27/Aug/13 สุวรรณภูมิ #1 warmup","14.12","303","00:25:47","169","182","--","--","--","32.9","42.7","--","4","0.00","0.0","0.0","--","89","114","--","--","0.0","--","--","--","0.0","0.0","2272","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-19 20:45:46,false,"19/Aug/13 สุวรรณภูมิ GigaBike รอบ #3 cool down","13.91","308","00:26:47","165","180","--","--","--","31.2","41.9","2","5","0.00","0.0","0.0","--","84","105","--","--","0.0","--","--","--","0.0","0.0","2229","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-19 19:42:16,false,"19/Aug/13 สุวรรณภูมิ GigaBike รอบ #2 โดนยุ้ยเบียดล้อ","13.92","303","00:26:24","166","182","--","--","--","31.7","47.6","2","2","0.00","0.0","0.0","--","81","120","--","--","0.0","--","--","--","0.0","0.0","2128","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-19 19:02:52,false,"19/Aug/13 สุวรรณภูมิ GigaBike รอบ #1 warmup","14.07","293","00:26:41","162","183","--","--","--","31.6","48.9","--","2","0.00","0.0","0.0","--","87","119","--","--","0.0","--","--","--","0.0","0.0","2260","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-17 08:23:11,false,"17/Aug/13 ChocVille #4 Cool down","9.08","208","00:21:47","147","175","--","--","--","25.0","41.6","--","2","0.00","0.0","0.0","--","66","120","--","--","0.0","--","--","--","0.0","0.0","1368","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-17 07:50:43,false,"17/Aug/13 ChocVille #3 Test","6.23","138","00:13:08","154","168","--","--","--","28.5","38.6","4","4","0.00","0.0","0.0","--","75","121","--","--","0.0","--","--","--","0.0","0.0","982","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-17 07:26:30,false,"17/Aug/13 ChocVille #2 carry new friend","4.33","95","00:09:50.7","144","176","--","--","--","26.4","35.9","--","--","0.00","0.0","0.0","--","68","108","--","--","0.0","--","--","--","0.0","0.0","668","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-17 07:07:51,false,"17/Aug/13 ChocVille #1 warmup","6.18","133","00:11:56","163","178","--","--","--","31.1","36.3","2","3","0.00","0.0","0.0","--","82","166","--","--","0.0","--","--","--","0.0","0.0","968","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-15 21:20:38,false,"15/Aug/13 สุวรรณภูมิ ทดลอง sprint พร้อม cool down","0.52","9","00:00:52.8","156","171","--","--","--","35.6","48.6","2","1","0.00","0.0","0.0","--","74","179","--","--","0.0","--","--","--","0.0","0.0","66","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-15 20:41:30,false,"15/Aug/13 สุวรรณภูมิ รอบสาม ไม่พลาด","13.85","275","00:23:59","166","178","--","--","--","34.7","44.9","1","3","0.00","0.0","0.0","--","86","115","--","--","0.0","--","--","--","0.0","0.0","2033","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-15 20:05:24,false,"15/Aug/13 สุวรรณภูมิ รอบ2 โดนฉีก","13.89","296","00:25:33","166","179","--","--","--","32.6","46.7","--","4","0.00","0.0","0.0","--","87","111","--","--","0.0","--","--","--","0.0","0.0","2199","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-15 19:10:42,false,"15/Aug/13 สุวรรณภูมิ รอบแรก warmup","13.23","266","00:23:22","164","180","--","--","--","34.0","50.2","--","--","0.00","0.0","0.0","--","91","138","--","--","0.0","--","--","--","0.0","0.0","2107","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-14 19:47:26,false,"15/Aug/13 สุวรรณภูมิรอบเล็ก ทดสอบ sprint","24.06","580","01:06:31","148","182","--","--","--","21.7","51.5","4","13","0.00","0.0","0.0","--","54","203","--","--","0.0","--","--","--","0.0","0.0","3548","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-14 19:42:19,false,"15/Aug/13 สุวรรณภูมิรอบเล็ก warmup","1.50","36","00:04:10.6","137","157","--","--","--","21.5","41.0","--","--","0.00","0.0","0.0","--","54","111","--","--","0.0","--","--","--","0.0","0.0","219","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-11 08:43:04,false,"11/Aug/13  ปั่นวัดใจ ณ วัดโคกหม้อ ราชบุรี","76.02","1,588","02:48:33","163","184","--","--","--","27.1","41.7","24","18","0.00","0.0","0.0","--","74","123","--","--","0.0","--","--","--","0.0","0.0","11640","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-08 20:53:11,false,"8/Aug/13 สุวรรณภูมิ #3 รอบสองไม่ได้ save เป็นรอบสามที่ฝนตก","7.54","164","00:24:10","132","170","--","--","--","18.7","32.7","4","3","0.00","0.0","0.0","--","58","169","--","--","0.0","--","--","--","0.0","0.0","1327","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-08 19:25:44,false,"8/Aug/13 สุวรรณภูมิ #1 warmup","13.93","304","00:26:08","167","181","--","--","--","32.0","54.0","4","10","0.00","0.0","0.0","--","84","126","--","--","0.0","--","--","--","0.0","0.0","2172","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-07 18:25:46,false,"7/Aug/13 ทดลองหลังจาก fitting","10.44","167","00:34:22","110","137","--","--","--","18.2","30.0","19","--","0.00","0.0","0.0","--","48","89","--","--","0.0","--","--","--","0.0","0.0","1528","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-03 08:49:39,false,"3/Aug/13 ChocVille - ปั่นไปกินก๋วยเตี๋ยว","3.21","94","00:09:18.8","153","175","--","--","--","20.7","37.4","--","1","0.00","0.0","0.0","--","76","106","--","--","0.0","--","--","--","0.0","0.0","487","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-03 07:48:06,false,"3/Aug/13 ChocVille พาเพื่อนๆ วนรอบใหญ่","23.34","522","00:52:55","151","176","--","--","--","26.5","44.2","--","4","0.00","0.0","0.0","--","74","184","--","--","0.0","--","--","--","0.0","0.0","3841","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-08-03 07:19:36,false,"3/Aug/13 ChocVille warmup","6.15","136","00:12:28","159","170","--","--","--","29.6","34.4","4","6","0.00","0.0","0.0","--","87","207","--","--","0.0","--","--","--","0.0","0.0","1080","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-07-31 19:29:22,false,"31/Jul/13 สุวรรณภูมิ ปั่นนับระยะทาง","58.67","1,083","02:25:58","145","175","--","--","--","24.1","40.3","8","11","0.00","0.0","0.0","--","69","151","--","--","0.0","--","--","--","0.0","0.0","9547","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-07-30 20:40:36,false,"30/Jul/13 สุวรรณภูมิ #5 Just nice","13.92","286","00:25:54","159","176","--","--","--","32.2","45.6","--","2","0.00","0.0","0.0","--","86","116","--","--","0.0","--","--","--","0.0","0.0","2218","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-07-30 20:04:53,false,"30/Jul/13 สุวรรณภูมิ #4 Just nice","13.85","281","00:26:09","155","178","--","--","--","31.8","48.4","--","4","0.00","0.0","0.0","--","84","131","--","--","0.0","--","--","--","0.0","0.0","2202","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-07-30 19:18:04,false,"30/Jul/13 สุวรรณภูมิ #3 Just nice","13.28","308","00:26:42","164","179","--","--","--","29.9","37.3","2","2","0.00","0.0","0.0","--","86","115","--","--","0.0","--","--","--","0.0","0.0","2298","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
