Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp,Avg Resp,Min Resp,Max Resp
Cycling,2014-03-16 08:14:35,false,"16/Mar/14 Workpoint-บางไทร ปั่นห่วยมาก ROTOR #3","56.43","1,277","01:54:04","167","186","--","--","--","29.7","44.2","15","15","0.00","0.0","0.0","--","72","112","--","--","0.0","--","--","--","0.0","0.0","8229","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-02-22 08:19:22,false,"22/Feb/14 ปั่น 347 ล้มที่สี่แยกวรเชษฐ์","57.93","963","01:32:14","158","179","--","--","--","37.7","51.5","9","15","0.00","0.0","0.0","--","84","122","--","--","0.0","--","--","--","0.0","0.0","7696","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-02-20 18:50:21,false,"20/Feb/14 สุวรรณภูมิ ปั่นแย่ที่สุด ในปี 2014 ","40.46","808","01:15:01","163","178","--","--","--","32.4","47.1","4","12","0.00","0.0","0.0","--","76","119","--","--","0.0","--","--","--","0.0","0.0","5642","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-02-18 18:45:26,false,"18/Feb/14 สุวรรณภูมิ ลมขาไปแรงมากๆ ","82.89","1,402","02:34:14","155","181","--","--","--","32.2","54.8","2","12","0.00","0.0","0.0","--","81","127","--","--","0.0","--","--","--","0.0","0.0","12408","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-02-15 08:10:07,false,"15/Feb/14 ปั่นกับ 347 ท่ามกลางสายฝน ลื่นปรี้ด หมดกันเห็นๆ","89.95","1,655","02:50:20","156","182","--","--","--","31.7","50.8","22","22","0.00","0.0","0.0","--","76","131","--","--","0.0","--","--","--","0.0","0.0","12591","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-02-13 19:04:04,false,"13/Feb/14 ชิวๆ ตากลม ซ้อมเบาๆ ","56.34","1,025","01:40:36","159","183","--","--","--","33.6","56.4","--","12","0.00","0.0","0.0","--","81","119","--","--","0.0","--","--","--","0.0","0.0","8042","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-02-11 19:24:06,false,"11/Feb/14 สุวรรณภูมิ แบบขาอ่อน เกาะโปรยุ้ยตลอด","67.98","1,140","02:02:18","155","180","--","--","--","33.4","51.2","1","9","0.00","0.0","0.0","--","79","121","--","--","0.0","--","--","--","0.0","0.0","9587","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-02-08 06:57:54,false,"8/Feb/14 สำรวจทางใหม่ ปั่นด้วยความเร็วอ่อนด่อยมาก Fail","43.70","874","01:29:30","154","173","--","--","--","29.3","44.9","22","31","0.00","0.0","0.0","--","73","125","--","--","0.0","--","--","--","0.0","0.0","6515","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-02-06 19:06:08,false,"6/Feb/14 สุวรรณภูมิ วันเป็นหวัด ลมพัดขากลับซะแรงเชียว","54.31","932","01:33:49","157","180","--","--","--","34.7","58.4","1","8","0.00","0.0","0.0","--","82","122","--","--","0.0","--","--","--","0.0","0.0","7647","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-02-01 08:13:29,false,"1/Feb/14 ปั่นกะ 347 เกาะติด ไม่หลุด ","97.57","1,579","02:39:54","156","177","--","--","--","36.6","51.3","51","50","0.00","0.0","0.0","--","81","129","--","--","0.0","--","--","--","0.0","0.0","12788","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-01-30 18:48:22,false,"30/Jan/14 เกาะโปรยุ้ย สบายเลย","71.71","1,190","02:11:01","154","206","--","--","--","32.8","48.3","6","20","0.00","0.0","0.0","--","83","116","--","--","0.0","--","--","--","0.0","0.0","10725","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-01-28 19:18:38,false,"28/Jan/14 เบาๆ ที่สุวรรณภูมิ ปวดขาที่เป็นตะคริวอยู่","73.45","1,278","02:18:05","156","181","--","--","--","31.9","58.5","5","20","0.00","0.0","0.0","--","79","114","--","--","0.0","--","--","--","0.0","0.0","10737","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-01-25 08:17:52,false,"25/Jan/14 ปั่นกะทีม 347, ตะคริวจับขากลับ เซ็ง","97.60","1,686","02:48:14","159","180","--","--","--","34.8","50.0","45","41","0.00","0.0","0.0","--","77","118","--","--","0.0","--","--","--","0.0","0.0","12766","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-01-23 18:06:06,false,"23/Jan/14 สุวรรณภูมิหน้าวหนาว โปรแชมป์ช่วยลากให้สามรอบ","83.96","1,498","02:36:25","159","184","--","--","--","32.2","49.5","9","20","0.00","0.0","0.0","--","72","116","--","--","0.0","--","--","--","0.0","0.0","11094","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-01-21 18:43:41,false,"21/Jan/14 สุวรรณภูมิกะขาแรงโปรออฟ โปรจุ๊บ ขากลับลมแรงมากกกก","70.15","1,296","02:15:52","158","182","--","--","--","31.0","51.2","18","29","0.00","0.0","0.0","--","74","116","--","--","0.0","--","--","--","0.0","0.0","9836","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-01-16 19:06:13,false,"16/Jan/14 สุวรรณภูมิ หนาว หนาว ","73.60","1,241","02:18:12","155","202","--","--","--","32.0","53.7","9","14","0.00","0.0","0.0","--","74","126","--","--","0.0","--","--","--","0.0","0.0","10100","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-01-14 19:43:49,false,"14/Jan/14 สุวรรณภูมิ อากาศเย็น ปั่นช้าๆ ละลายไขมัน","63.65","1,168","02:13:49","153","181","--","--","--","28.5","49.5","4","16","0.00","0.0","0.0","--","66","166","--","--","0.0","--","--","--","0.0","0.0","8509","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-01-09 18:31:51,false,"9/Jan/14 สุวรรณภูมิ เบาๆ กับโปรออฟ","58.03","1,056","02:00:14","154","180","--","--","--","29.0","51.9","3","14","0.00","0.0","0.0","--","72","192","--","--","0.0","--","--","--","0.0","0.0","8451","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-01-07 19:34:20,false,"7/Jan/14 สุวรรณภูมิ ชิวชิว ","72.01","1,262","02:16:24","158","182","--","--","--","31.7","50.3","2","6","0.00","0.0","0.0","--","74","130","--","--","0.0","--","--","--","0.0","0.0","9878","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2014-01-04 08:20:55,false,"4/Jan/14 ปั่นครั้งแรกกับทีม 347 เล่นซะหอบ","96.91","1,746","02:38:59","165","181","--","--","--","36.6","51.3","44","36","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-12-31 06:37:35,false,"31/Dec/13 Morning Ride กับพี่ประเสิรฐ","76.75","1,540","02:49:01","154","182","--","--","--","27.2","59.7","607","625","0.00","0.0","0.0","--","72","127","--","--","0.0","--","--","--","0.0","0.0","12056","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-12-30 17:23:54,false,"30/Dec/13 ปั่นซ้อมกับพี่เสริฐ รีสอร์ทสิงห์รับเบอร์ทรี, HRM เพี้ยน","47.44","863","01:41:13","157","237","--","--","--","28.1","49.9","142","153","0.00","0.0","0.0","--","67","111","--","--","0.0","--","--","--","0.0","0.0","6652","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-12-28 08:46:33,false,"28/Dec/13 สวนผึ้ง ปั่นลั่นล้า HRM เพี้ยน","25.07","578","01:07:26","149","213","--","--","--","22.3","50.6","300","310","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-12-19 18:45:59,false,"19/Dec/13 ปั่นเบาๆ สุวรรณภูมิ หลังอกหัก TDF3","71.84","1,254","02:11:29","154","181","--","--","--","32.8","48.0","4","16","0.00","0.0","0.0","--","79","124","--","--","0.0","--","--","--","0.0","0.0","10282","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-12-15 08:39:19,true,"15/Dec/13 Tour de Farm 3 เหนื่่อยแต่สนุก","101.56","2,111","03:33:21","164","182","--","--","--","28.6","68.5","852","835","0.00","0.0","0.0","--","72","177","--","--","0.0","--","--","--","0.0","0.0","14788","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-12-12 18:44:51,false,"12/Dec/13 ปั่นซ้อม TDF3 ที่สุววรรภูมิ ","90.38","1,337","02:58:16","144","181","--","--","--","30.4","49.6","2","14","0.00","0.0","0.0","--","76","132","--","--","0.0","--","--","--","0.0","0.0","13346","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-12-10 18:22:29,false,"10/Dec/13 สุวรรรภูมิ ซ้อม TDF3 ","60.15","1,003","01:52:36","158","183","--","--","--","32.1","49.3","--","10","0.00","0.0","0.0","--","76","122","--","--","0.0","--","--","--","0.0","0.0","8373","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-12-08 18:16:19,false,"8/Dec/13 สุวรรณภูมิ ซ้อมขา เตรียม TDF ปั่นเดี่ยว เหนื่อยดี","44.76","806","01:27:15","152","179","--","--","--","30.8","45.1","--","6","0.00","0.0","0.0","--","82","121","--","--","0.0","--","--","--","0.0","0.0","7055","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-12-07 10:49:36,false,"7/Dec/13 workpoint ตลาดโก้งโค้ง ขากลับ","31.17","630","00:55:07","165","181","--","--","--","33.9","48.9","10","4","0.00","0.0","0.0","--","81","131","--","--","0.0","--","--","--","0.0","0.0","4379","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-12-07 07:59:53,false,"7/Dec/13 workpoint ตลาดโก้งโค้ง ขาไป","31.82","661","01:03:21","162","177","--","--","--","30.1","41.1","7","11","0.00","0.0","0.0","--","84","115","--","--","0.0","--","--","--","0.0","0.0","5281","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Road Cycling,2013-12-05 06:51:49,false,"5/Dec/13 ปั่นซ้อมวันพ่อ ลืมเอาไมล์ garmin ไป import จาก strava iphone","47.40","--","01:38:39","--","--","--","--","--","28.8","50.4","150","150","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-12-03 18:26:52,false,"3/DEC13 สุวรรณภูมิ อากาศหนาวๆ หลังจากพักไป 1 week","90.91","1,532","02:53:32","156","183","--","--","--","31.4","52.5","10","20","0.00","0.0","0.0","--","73","152","--","--","0.0","--","--","--","0.0","0.0","12451","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-11-24 07:03:25,false,"24/Nov/13 ชิวๆ ChocVille กับ Boat หัวลาก","40.55","774","01:14:43","157","176","--","--","--","32.6","49.8","10","14","0.00","0.0","0.0","--","85","116","--","--","0.0","--","--","--","0.0","0.0","6208","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-11-23 07:52:52,false,"23/Nov/13 workpoint-บางไทร สบายสบาย แดดร้อนไปหน่อย","56.50","1,117","01:54:47","155","177","--","--","--","29.5","43.0","28","31","0.00","0.0","0.0","--","78","149","--","--","0.0","--","--","--","0.0","0.0","8707","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-11-21 18:19:13,false,"21/Nov/13 ซ้อมขา สุวรรณภูมิ มีหัวลากขาไป ขากลับต้องลากเขา","77.32","1,298","02:28:59","155","183","--","--","--","31.1","50.4","7","15","0.00","0.0","0.0","--","77","121","--","--","0.0","--","--","--","0.0","0.0","11223","--","--","0:00","26.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-11-19 18:09:11,false,"19/Nov/13 สุวรรณภูมิ มีขาแรง Bianchi Team มาลากให้","74.77","1,238","02:15:47","161","185","--","--","--","33.0","54.7","9","21","0.00","0.0","0.0","--","81","138","--","--","0.0","--","--","--","0.0","0.0","10695","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-11-17 08:01:43,false,"17/Nov/13 workpoint บางไทร ยางรั่วกันสนุก","59.09","1,217","02:06:32","152","181","--","--","--","28.0","43.6","28","35","0.00","0.0","0.0","--","76","125","--","--","0.0","--","--","--","0.0","0.0","9325","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-11-14 19:05:51,false,"14/Nov/13 สุวรรณภูมิ 2 รอบ ฝนตก ตำรวจไล่","30.25","596","01:03:20","156","186","--","--","--","28.7","44.4","--","10","0.00","0.0","0.0","--","77","139","--","--","0.0","--","--","--","0.0","0.0","4772","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-11-10 18:04:03,false,"10/Nov/13 สุวรรณภูมิ ปั่นเดี่ยว ซ้อมกำลัง ข้อเท้าเจ็บ","46.12","917","01:30:59","157","177","--","--","--","30.4","45.0","3","11","0.00","0.0","0.0","--","83","151","--","--","0.0","--","--","--","0.0","0.0","7479","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-11-09 07:05:44,false,"9/Nov/13 workpoint-บางไทร ชวน GigaBike สำรวจทาง","61.03","873","02:52:08","121","173","--","--","--","21.3","46.0","47","48","0.00","0.0","0.0","--","60","150","--","--","0.0","--","--","--","0.0","0.0","9877","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-11-05 22:05:46,false,"5/Nov/13 ไปปั่นราชดำเนิน ขากลับ","17.69","367","00:37:45","148","178","--","--","--","28.1","44.1","13","11","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-11-05 19:20:16,false,"5/Nov/13 ไปปั่นราชดำเนิน ขาไป","16.15","355","00:47:02","133","179","--","--","--","20.6","44.3","19","26","0.00","0.0","0.0","--","50","146","--","--","0.0","--","--","--","0.0","0.0","2024","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-29 18:33:22,false,"29/OCT/13 สุวรรณภูมิ ปั่นกะ Off มีชน มีล้อสี กันบ้าง","74.80","1,389","02:36:07","152","180","--","--","--","28.7","49.3","3","14","0.00","0.0","0.0","--","73","210","--","--","0.0","--","--","--","0.0","0.0","11109","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-27 19:34:38,false,"27/OCT/13 ปั่นชิวๆ สุวรรณภูมิ ซ้อมรอบขา cooldown with แขกรับเชิญ","14.89","275","00:40:01","126","159","--","--","--","22.3","45.1","--","4","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-27 18:09:59,false,"27/OCT/13 ปั่นชิวๆ สุวรรณภูมิ ซ้อมรอบขา","30.00","555","00:58:25","152","176","--","--","--","30.8","47.8","--","5","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-26 09:38:41,false,"26/OCT/13 เทียนทะเล CoolDown ปั่นกลับที่จอดจากร้านกาแฟ","13.16","282","00:30:17","146","162","--","--","--","26.1","37.4","11","9","0.00","0.0","0.0","--","68","113","--","--","0.0","--","--","--","0.0","0.0","2018","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-26 08:35:43,false,"26/OCT/13 เทียนทะเล ซัดต่อหลังหลุด","23.86","496","00:45:56","161","174","--","--","--","31.2","45.2","14","15","0.00","0.0","0.0","--","76","216","--","--","0.0","--","--","--","0.0","0.0","3436","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-26 07:13:09,false,"26/OCT/13 เทียนทะเล ไม่ warm ละ ","32.34","663","01:02:26","159","179","--","--","--","31.1","51.2","31","35","0.00","0.0","0.0","--","80","130","--","--","0.0","--","--","--","0.0","0.0","4807","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-24 19:23:35,false,"24/OCT/13 สุวรรณภูมิ กับขาแรง TTL ","60.13","976","02:08:05","148","181","--","--","--","28.2","53.5","--","12","0.00","0.0","0.0","--","69","164","--","--","0.0","--","--","--","0.0","0.0","8488","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-24 18:30:00,false,"24/OCT/13 สุวรรณภูมิ กับขาแรง TTL warmup","15.27","297","00:31:36","152","184","--","--","--","29.0","48.9","--","--","0.00","0.0","0.0","--","74","251","--","--","0.0","--","--","--","0.0","0.0","2238","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-23 06:51:45,false,"23/OCT/13 เช้าสุวรรณภูมิกับทีม PlayBike","24.48","467","00:47:21","154","177","--","--","--","31.0","46.0","4","11","0.00","0.0","0.0","--","67","109","--","--","0.0","--","--","--","0.0","0.0","3061","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-20 07:39:26,false,"20/OCT/13 สำรวจเส้นทาง workpoint-บางไทร","80.35","1,359","03:40:11","130","166","--","--","--","21.9","41.8","66","54","0.00","0.0","0.0","--","54","187","--","--","0.0","--","--","--","0.0","0.0","11499","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-19 19:03:50,false,"19/OCT/13 สุวรรณภูมิ ซ้อมรอบขา #3 cooldown ","13.29","290","00:25:35","162","178","--","--","--","31.2","38.1","--","2","0.00","0.0","0.0","--","90","114","--","--","0.0","--","--","--","0.0","0.0","2304","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-19 18:25:25,false,"19/OCT/13 สุวรรณภูมิ ซ้อมรอบขา #2 โอ๋ขอเบาๆ ","13.92","298","00:27:46","156","180","--","--","--","30.1","39.8","2","4","0.00","0.0","0.0","--","88","112","--","--","0.0","--","--","--","0.0","0.0","2423","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-19 17:49:14,false,"19/OCT/13 สุวรรณภูมิ ซ้อมรอบขา #1 warmup","13.31","260","00:23:22","162","178","--","--","--","34.2","41.1","1","1","0.00","0.0","0.0","--","91","126","--","--","0.0","--","--","--","0.0","0.0","2088","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-17 21:51:46,false,"18/OCT/13 สุวรรณภูมิกะขาแรง หลังบริจาคเลือด #4 cooldown","13.97","284","00:26:07","160","179","--","--","--","32.1","41.1","2","2","0.00","0.0","0.0","--","79","118","--","--","0.0","--","--","--","0.0","0.0","2008","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-17 21:05:24,false,"18/OCT/13 สุวรรณภูมิกะขาแรง หลังบริจาคเลือด #3","13.93","284","00:25:14","163","180","--","--","--","33.1","45.5","--","--","0.00","0.0","0.0","--","76","121","--","--","0.0","--","--","--","0.0","0.0","1898","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-17 20:24:59,false,"18/OCT/13 สุวรรณภูมิกะขาแรง หลังบริจาคเลือด #2","13.31","282","00:24:17","166","180","--","--","--","32.9","46.3","--","5","0.00","0.0","0.0","--","75","136","--","--","0.0","--","--","--","0.0","0.0","1791","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-17 19:02:47,false,"18/OCT/13 สุวรรณภูมิกะขาแรง หลังบริจาคเลือด #1 warmup","30.83","611","01:05:59","157","189","--","--","--","28.0","46.7","4","14","0.00","0.0","0.0","--","64","127","--","--","0.0","--","--","--","0.0","0.0","4123","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-13 08:30:12,true,"13/OCT/13 ทริปดงพญาเย็น เขาใหญ่ ตะคริวจับ","90.79","1,843","03:06:51","162","179","--","--","--","29.2","70.5","634","623","0.00","0.0","0.0","--","67","132","--","--","0.0","--","--","--","0.0","0.0","12182","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-12 09:51:43,false,"12/OCT/13 ทริปพระพุทธบาท สระบุรี","42.21","952","01:18:52","171","183","--","--","--","32.1","53.0","81","59","0.00","0.0","0.0","--","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-10 20:55:09,false,"10/OCT/13 สุวรรณภูมิ อากาศดี #4 โดนโทรศัพท์ตาม","14.12","294","00:27:41","157","174","--","--","--","30.6","41.4","2","2","0.00","0.0","0.0","--","79","113","--","--","0.0","--","--","--","0.0","0.0","2148","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-10 20:14:31,false,"10/OCT/13 สุวรรณภูมิ อากาศดี #3 หัวลากโปรแชมป์","13.53","278","00:24:34","165","182","--","--","--","33.0","51.2","--","2","0.00","0.0","0.0","--","81","129","--","--","0.0","--","--","--","0.0","0.0","1970","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-10 19:37:49,false,"10/OCT/13 สุวรรณภูมิ อากาศดี #2  ","14.10","291","00:25:49","163","181","--","--","--","32.8","44.7","--","4","0.00","0.0","0.0","--","86","113","--","--","0.0","--","--","--","0.0","0.0","2208","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-10 18:57:46,false,"10/OCT/13 สุวรรณภูมิ อากาศดี #1 warmup ","14.13","291","00:25:15","164","188","--","--","--","33.6","49.2","--","2","0.00","0.0","0.0","--","91","117","--","--","0.0","--","--","--","0.0","0.0","2294","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-08 19:10:04,false,"8/OCT/13 สุวรรณภูมิ รอบเดียวเสียวด้าย ฝนไล่หลัง","13.48","295","00:24:18","172","182","--","--","--","33.3","44.7","2","6","0.00","0.0","0.0","--","80","101","--","--","0.0","--","--","--","0.0","0.0","1938","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-03 18:50:03,false,"3/OCT/13 สุวรรณภูมิ #2 ยามเมื่อลมพัดหวน ","14.38","301","00:31:28","154","181","--","--","--","27.4","40.8","--","--","0.00","0.0","0.0","--","71","119","--","--","0.0","--","--","--","0.0","0.0","2225","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-03 18:18:41,false,"3/OCT/13 สุวรรณภูมิ #1 ยามเมื่อลมพัดหวน WarmUp","13.51","265","00:24:30","157","182","--","--","--","33.1","39.6","--","1","0.00","0.0","0.0","--","87","113","--","--","0.0","--","--","--","0.0","0.0","2113","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-01 20:26:00,false,"1/OCT/13 ทดสอบยักษ์ขาว สนามบิน #3","13.57","248","00:24:13","161","180","--","--","--","33.6","48.3","4","7","0.00","0.0","0.0","--","74","105","--","--","0.0","--","--","--","0.0","0.0","1773","--","--","0:00","24.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-01 19:47:47,false,"1/OCT/13 ทดสอบยักษ์ขาว สนามบิน #2 ","14.89","291","00:26:29","167","183","--","--","--","33.7","48.0","--","2","0.00","0.0","0.0","--","76","114","--","--","0.0","--","--","--","0.0","0.0","1973","--","--","0:00","24.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-10-01 19:14:11,false,"1/OCT/13 ทดสอบยักษ์ขาว สนามบิน #1 warmup","14.18","273","00:23:09","167","183","--","--","--","36.8","49.2","2","6","0.00","0.0","0.0","--","91","120","--","--","0.0","--","--","--","0.0","0.0","2098","--","--","0:00","24.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-29 09:58:03,false,"29/Sep/13 บางไทรกับ iconbike ขากลับ ไมล์ก็งงๆ ","44.15","873","01:32:14","153","172","--","--","--","28.7","43.4","51","31","0.00","0.0","0.0","--","70","170","--","--","0.0","--","--","--","0.0","0.0","6242","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-29 08:20:56,false,"29/Sep/13 บางไทรกับ iconbike ขาไป ไมล์มีปัญหาค้าง","29.45","406","01:02:24","121","170","--","--","--","28.3","40.8","18","22","0.00","0.0","0.0","--","78","120","--","--","0.0","--","--","--","0.0","0.0","4853","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-28 09:23:44,false,"28/Sep/13 ChocolateVille #3 Cooldown พื้นเปียก อากาศไม่ร้อน","4.76","115","00:10:09","164","175","--","--","--","28.2","35.8","6","6","0.00","0.0","0.0","--","82","107","--","--","0.0","--","--","--","0.0","0.0","814","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-28 08:37:50,false,"28/Sep/13 ChocolateVille #2 พื้นเปียก อากาศไม่ร้อน","3.30","78","00:06:51.3","165","178","--","--","--","28.9","43.1","2","2","0.00","0.0","0.0","--","78","122","--","--","0.0","--","--","--","0.0","0.0","523","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-28 07:13:04,false,"28/Sep/13 ChocolateVille #1 warmup พื้นเปียก อากาศไม่ร้อน","33.23","755","01:06:48","166","186","--","--","--","29.8","41.7","6","8","0.00","0.0","0.0","--","81","116","--","--","0.0","--","--","--","0.0","0.0","5339","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
Cycling,2013-09-26 17:40:09,false,"26/Sep/13 เทียนทะเล ปั่นกับโปรบอย","62.34","1,284","02:05:51","163","181","--","--","--","29.7","41.6","31","54","0.00","0.0","0.0","--","79","112","--","--","0.0","--","--","--","0.0","0.0","9722","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--"
